OID,Country or Area,Year,Description,Magnitude,Value,Rate
14467R..ZF...,SWEDEN,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,250%,2.50%
14667R..ZF...,SWITZERLAND,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,372%,3.72%
14667R..ZF...,SWITZERLAND,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,256%,2.56%
14667R..ZF...,SWITZERLAND,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,278%,2.78%
14667R..ZF...,SWITZERLAND,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,330%,3.30%
14667R..ZF...,SWITZERLAND,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,380%,3.80%
14667R..ZF...,SWITZERLAND,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,430%,4.30%
14667R..ZF...,SWITZERLAND,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,379%,3.79%
14667R..ZF...,SWITZERLAND,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,278%,2.78%
14667R..ZF...,SWITZERLAND,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,185%,1.85%
14667R..ZF...,SWITZERLAND,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,198%,1.98%
14667R..ZF...,SWITZERLAND,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,272%,2.72%
14667R..ZF...,SWITZERLAND,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,385%,3.85%
14667R..ZF...,SWITZERLAND,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,520%,5.20%
14667R..ZF...,SWITZERLAND,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,470%,4.70%
14667R..ZF...,SWITZERLAND,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,420%,4.20%
14667R..ZF...,SWITZERLAND,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,470%,4.70%
14667R..ZF...,SWITZERLAND,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,450%,4.50%
14667R..ZF...,SWITZERLAND,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,250%,2.50%
14667R..ZF...,SWITZERLAND,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,110%,1.10%
14667R..ZF...,SWITZERLAND,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,50%,0.50%
14667R..ZF...,SWITZERLAND,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,60%,0.60%
14667R..ZF...,SWITZERLAND,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,70%,0.70%
14667R..ZF...,SWITZERLAND,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,80%,0.80%
14667R..ZF...,SWITZERLAND,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,80%,0.80%
14667R..ZF...,SWITZERLAND,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,100%,1.00%
46367R..ZF...,SYRIAN ARAB REPUBLIC,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1170%,11.70%
46367R..ZF...,SYRIAN ARAB REPUBLIC,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1120%,11.20%
46367R..ZF...,SYRIAN ARAB REPUBLIC,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,680%,6.80%
46367R..ZF...,SYRIAN ARAB REPUBLIC,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,580%,5.80%
57867R..ZF...,THAILAND,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,152%,1.52%
57867R..ZF...,THAILAND,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,137%,1.37%
57867R..ZF...,THAILAND,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,138%,1.38%
57867R..ZF...,THAILAND,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,156%,1.56%
57867R..ZF...,THAILAND,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,188%,1.88%
57867R..ZF...,THAILAND,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,209%,2.09%
57867R..ZF...,THAILAND,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,219%,2.19%
57867R..ZF...,THAILAND,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,244%,2.44%
57867R..ZF...,THAILAND,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,332%,3.32%
57867R..ZF...,THAILAND,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,240%,2.40%
57867R..ZF...,THAILAND,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,300%,3.00%
57867R..ZF...,THAILAND,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,340%,3.40%
57867R..ZF...,THAILAND,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,90%,0.90%
57867R..ZF...,THAILAND,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,110%,1.10%
57867R..ZF...,THAILAND,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,110%,1.10%
57867R..ZF...,THAILAND,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,130%,1.30%
57867R..ZF...,THAILAND,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,150%,1.50%
57867R..ZF...,THAILAND,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,140%,1.40%
57867R..ZF...,THAILAND,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,270%,2.70%
57867R..ZF...,THAILAND,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,220%,2.20%
57867R..ZF...,THAILAND,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,140%,1.40%
57867R..ZF...,THAILAND,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,310%,3.10%
57867R..ZF...,THAILAND,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,590%,5.90%
57867R..ZF...,THAILAND,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,350%,3.50%
57867R..ZF...,THAILAND,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,370%,3.70%
36967R..ZF...,TRINIDAD AND TOBAGO,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,463%,4.63%
36967R..ZF...,TRINIDAD AND TOBAGO,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,555%,5.55%
36967R..ZF...,TRINIDAD AND TOBAGO,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,623%,6.23%
36967R..ZF...,TRINIDAD AND TOBAGO,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,800%,8.00%
36967R..ZF...,TRINIDAD AND TOBAGO,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,838%,8.38%
36967R..ZF...,TRINIDAD AND TOBAGO,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1048%,10.48%
36967R..ZF...,TRINIDAD AND TOBAGO,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1040%,10.40%
36967R..ZF...,TRINIDAD AND TOBAGO,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1083%,10.83%
36967R..ZF...,TRINIDAD AND TOBAGO,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,1220%,12.20%
36967R..ZF...,TRINIDAD AND TOBAGO,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1315%,13.15%
36967R..ZF...,TRINIDAD AND TOBAGO,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1423%,14.23%
36967R..ZF...,TRINIDAD AND TOBAGO,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,1503%,15.03%
36967R..ZF...,TRINIDAD AND TOBAGO,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,1625%,16.25%
36967R..ZF...,TRINIDAD AND TOBAGO,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,1718%,17.18%
36967R..ZF...,TRINIDAD AND TOBAGO,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,1840%,18.40%
36967R..ZF...,TRINIDAD AND TOBAGO,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,1980%,19.80%
36967R..ZF...,TRINIDAD AND TOBAGO,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,1960%,19.60%
36967R..ZF...,TRINIDAD AND TOBAGO,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,1850%,18.50%
36967R..ZF...,TRINIDAD AND TOBAGO,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,2000%,20.00%
36967R..ZF...,TRINIDAD AND TOBAGO,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,2200%,22.00%
36967R..ZF...,TRINIDAD AND TOBAGO,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,2200%,22.00%
36967R..ZF...,TRINIDAD AND TOBAGO,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,2230%,22.30%
36967R..ZF...,TRINIDAD AND TOBAGO,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,1750%,17.50%
36967R..ZF...,TRINIDAD AND TOBAGO,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,1550%,15.50%
74467R..ZF...,TUNISIA,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,1420%,14.20%
74467R..ZF...,TUNISIA,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,1410%,14.10%
74467R..ZF...,TUNISIA,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,1430%,14.30%
74467R..ZF...,TUNISIA,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,1420%,14.20%
74467R..ZF...,TUNISIA,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1390%,13.90%
74467R..ZF...,TUNISIA,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1450%,14.50%
74467R..ZF...,TUNISIA,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1530%,15.30%
74467R..ZF...,TUNISIA,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1510%,15.10%
74467R..ZF...,TUNISIA,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,1570%,15.70%
74467R..ZF...,TUNISIA,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1600%,16.00%
74467R..ZF...,TUNISIA,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,1570%,15.70%
74467R..ZF...,TUNISIA,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,1560%,15.60%
74467R..ZF...,TUNISIA,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,1590%,15.90%
74467R..ZF...,TUNISIA,1984,UNEMPLOYMENT RATE,PERCENT PER ANNU,1640%,16.40%
18667R..ZF...,TURKEY,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,1401%,14.01%
18667R..ZF...,TURKEY,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,1097%,10.97%
18667R..ZF...,TURKEY,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,1023%,10.23%
18667R..ZF...,TURKEY,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,988%,9.88%
18667R..ZF...,TURKEY,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,1020%,10.20%
18667R..ZF...,TURKEY,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1030%,10.30%
18667R..ZF...,TURKEY,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1050%,10.50%
18667R..ZF...,TURKEY,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1030%,10.30%
18667R..ZF...,TURKEY,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,835%,8.35%
18667R..ZF...,TURKEY,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,660%,6.60%
18667R..ZF...,TURKEY,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,730%,7.30%
18667R..ZF...,TURKEY,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,620%,6.20%
18667R..ZF...,TURKEY,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,690%,6.90%
18667R..ZF...,TURKEY,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,580%,5.80%
18667R..ZF...,TURKEY,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,660%,6.60%
18667R..ZF...,TURKEY,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,760%,7.60%
18667R..ZF...,TURKEY,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,800%,8.00%
18667R..ZF...,TURKEY,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,800%,8.00%
18667R..ZF...,TURKEY,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,840%,8.40%
18667R..ZF...,TURKEY,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,750%,7.50%
18667R..ZF...,TURKEY,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,880%,8.80%
18667R..ZF...,TURKEY,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,870%,8.70%
92667R..ZF...,UKRAINE,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,883%,8.83%
92667R..ZF...,UKRAINE,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,638%,6.38%
92667R..ZF...,UKRAINE,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,638%,6.38%
92667R..ZF...,UKRAINE,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,680%,6.80%
92667R..ZF...,UKRAINE,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,720%,7.20%
92667R..ZF...,UKRAINE,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,860%,8.60%
92667R..ZF...,UKRAINE,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,910%,9.10%
92667R..ZF...,UKRAINE,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,963%,9.63%
92667R..ZF...,UKRAINE,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1090%,10.90%
92667R..ZF...,UKRAINE,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,1160%,11.60%
92667R..ZF...,UKRAINE,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1160%,11.60%
92667R..ZF...,UKRAINE,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1130%,11.30%
92667R..ZF...,UKRAINE,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,890%,8.90%
92667R..ZF...,UKRAINE,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,760%,7.60%
92667R..ZF...,UKRAINE,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,560%,5.60%
11267R..ZF...,UNITED KINGDOM,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,763%,7.63%
11267R..ZF...,UNITED KINGDOM,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,570%,5.70%
11267R..ZF...,UNITED KINGDOM,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,535%,5.35%
11267R..ZF...,UNITED KINGDOM,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,543%,5.43%
11267R..ZF...,UNITED KINGDOM,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,483%,4.83%
11267R..ZF...,UNITED KINGDOM,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,475%,4.75%
11267R..ZF...,UNITED KINGDOM,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,503%,5.03%
11267R..ZF...,UNITED KINGDOM,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,518%,5.18%
11267R..ZF...,UNITED KINGDOM,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,508%,5.08%
11267R..ZF...,UNITED KINGDOM,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,545%,5.45%
11267R..ZF...,UNITED KINGDOM,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,598%,5.98%
11267R..ZF...,UNITED KINGDOM,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,628%,6.28%
11267R..ZF...,UNITED KINGDOM,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,700%,7.00%
11267R..ZF...,UNITED KINGDOM,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,813%,8.13%
11267R..ZF...,UNITED KINGDOM,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,865%,8.65%
11267R..ZF...,UNITED KINGDOM,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,953%,9.53%
11267R..ZF...,UNITED KINGDOM,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,1040%,10.40%
11167R..ZF...,UNITED STATES,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,927%,9.27%
11167R..ZF...,UNITED STATES,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,578%,5.78%
11167R..ZF...,UNITED STATES,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,460%,4.60%
11167R..ZF...,UNITED STATES,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,462%,4.62%
11167R..ZF...,UNITED STATES,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,510%,5.10%
11167R..ZF...,UNITED STATES,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,553%,5.53%
11167R..ZF...,UNITED STATES,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,599%,5.99%
11167R..ZF...,UNITED STATES,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,578%,5.78%
11167R..ZF...,UNITED STATES,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,470%,4.70%
11167R..ZF...,UNITED STATES,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,400%,4.00%
11167R..ZF...,UNITED STATES,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,420%,4.20%
11167R..ZF...,UNITED STATES,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,451%,4.51%
11167R..ZF...,UNITED STATES,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,490%,4.90%
11167R..ZF...,UNITED STATES,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,542%,5.42%
11167R..ZF...,UNITED STATES,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,561%,5.61%
11167R..ZF...,UNITED STATES,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,608%,6.08%
11167R..ZF...,UNITED STATES,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,690%,6.90%
11167R..ZF...,UNITED STATES,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,751%,7.51%
11167R..ZF...,UNITED STATES,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,682%,6.82%
11167R..ZF...,UNITED STATES,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,562%,5.62%
11167R..ZF...,UNITED STATES,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,527%,5.27%
11167R..ZF...,UNITED STATES,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,549%,5.49%
11167R..ZF...,UNITED STATES,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,619%,6.19%
11167R..ZF...,UNITED STATES,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,699%,6.99%
11167R..ZF...,UNITED STATES,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,719%,7.19%
11167R..ZF...,UNITED STATES,1984,UNEMPLOYMENT RATE,PERCENT PER ANNU,753%,7.53%
11167R..ZF...,UNITED STATES,1983,UNEMPLOYMENT RATE,PERCENT PER ANNU,962%,9.62%
11167R..ZF...,UNITED STATES,1982,UNEMPLOYMENT RATE,PERCENT PER ANNU,971%,9.71%
11167R..ZF...,UNITED STATES,1981,UNEMPLOYMENT RATE,PERCENT PER ANNU,760%,7.60%
11167R..ZF...,UNITED STATES,1980,UNEMPLOYMENT RATE,PERCENT PER ANNU,714%,7.14%
11167R..ZF...,UNITED STATES,1979,UNEMPLOYMENT RATE,PERCENT PER ANNU,583%,5.83%
11167R..ZF...,UNITED STATES,1978,UNEMPLOYMENT RATE,PERCENT PER ANNU,607%,6.07%
11167R..ZF...,UNITED STATES,1977,UNEMPLOYMENT RATE,PERCENT PER ANNU,707%,7.07%
11167R..ZF...,UNITED STATES,1976,UNEMPLOYMENT RATE,PERCENT PER ANNU,772%,7.72%
11167R..ZF...,UNITED STATES,1975,UNEMPLOYMENT RATE,PERCENT PER ANNU,847%,8.47%
11167R..ZF...,UNITED STATES,1974,UNEMPLOYMENT RATE,PERCENT PER ANNU,559%,5.59%
11167R..ZF...,UNITED STATES,1973,UNEMPLOYMENT RATE,PERCENT PER ANNU,489%,4.89%
11167R..ZF...,UNITED STATES,1972,UNEMPLOYMENT RATE,PERCENT PER ANNU,562%,5.62%
11167R..ZF...,UNITED STATES,1971,UNEMPLOYMENT RATE,PERCENT PER ANNU,596%,5.96%
11167R..ZF...,UNITED STATES,1970,UNEMPLOYMENT RATE,PERCENT PER ANNU,493%,4.93%
11167R..ZF...,UNITED STATES,1969,UNEMPLOYMENT RATE,PERCENT PER ANNU,351%,3.51%
11167R..ZF...,UNITED STATES,1968,UNEMPLOYMENT RATE,PERCENT PER ANNU,358%,3.58%
11167R..ZF...,UNITED STATES,1967,UNEMPLOYMENT RATE,PERCENT PER ANNU,384%,3.84%
11167R..ZF...,UNITED STATES,1966,UNEMPLOYMENT RATE,PERCENT PER ANNU,378%,3.78%
11167R..ZF...,UNITED STATES,1965,UNEMPLOYMENT RATE,PERCENT PER ANNU,453%,4.53%
11167R..ZF...,UNITED STATES,1964,UNEMPLOYMENT RATE,PERCENT PER ANNU,519%,5.19%
11167R..ZF...,UNITED STATES,1963,UNEMPLOYMENT RATE,PERCENT PER ANNU,567%,5.67%
11167R..ZF...,UNITED STATES,1962,UNEMPLOYMENT RATE,PERCENT PER ANNU,554%,5.54%
11167R..ZF...,UNITED STATES,1961,UNEMPLOYMENT RATE,PERCENT PER ANNU,668%,6.68%
11167R..ZF...,UNITED STATES,1960,UNEMPLOYMENT RATE,PERCENT PER ANNU,551%,5.51%
11167R..ZF...,UNITED STATES,1959,UNEMPLOYMENT RATE,PERCENT PER ANNU,548%,5.48%
11167R..ZF...,UNITED STATES,1958,UNEMPLOYMENT RATE,PERCENT PER ANNU,680%,6.80%
11167R..ZF...,UNITED STATES,1957,UNEMPLOYMENT RATE,PERCENT PER ANNU,426%,4.26%
11167R..ZF...,UNITED STATES,1956,UNEMPLOYMENT RATE,PERCENT PER ANNU,414%,4.14%
11167R..ZF...,UNITED STATES,1955,UNEMPLOYMENT RATE,PERCENT PER ANNU,438%,4.38%
11167R..ZF...,UNITED STATES,1954,UNEMPLOYMENT RATE,PERCENT PER ANNU,555%,5.55%
11167R..ZF...,UNITED STATES,1953,UNEMPLOYMENT RATE,PERCENT PER ANNU,293%,2.93%
11167R..ZF...,UNITED STATES,1952,UNEMPLOYMENT RATE,PERCENT PER ANNU,303%,3.03%
11167R..ZF...,UNITED STATES,1951,UNEMPLOYMENT RATE,PERCENT PER ANNU,333%,3.33%
11167R..ZF...,UNITED STATES,1950,UNEMPLOYMENT RATE,PERCENT PER ANNU,533%,5.33%
11167R..ZF...,UNITED STATES,1949,UNEMPLOYMENT RATE,PERCENT PER ANNU,591%,5.91%
11167R..ZF...,UNITED STATES,1948,UNEMPLOYMENT RATE,PERCENT PER ANNU,377%,3.77%
29867R..ZF...,URUGUAY,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,759%,7.59%
29867R..ZF...,URUGUAY,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,915%,9.15%
29867R..ZF...,URUGUAY,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,1091%,10.91%
29867R..ZF...,URUGUAY,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,1220%,12.20%
29867R..ZF...,URUGUAY,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1310%,13.10%
29867R..ZF...,URUGUAY,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1690%,16.90%
29867R..ZF...,URUGUAY,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1700%,17.00%
29867R..ZF...,URUGUAY,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1530%,15.30%
29867R..ZF...,URUGUAY,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,1360%,13.60%
29867R..ZF...,URUGUAY,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1130%,11.30%
29867R..ZF...,URUGUAY,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1010%,10.10%
29867R..ZF...,URUGUAY,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,1140%,11.40%
29867R..ZF...,URUGUAY,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,1190%,11.90%
29867R..ZF...,URUGUAY,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,1030%,10.30%
29867R..ZF...,URUGUAY,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,920%,9.20%
29867R..ZF...,URUGUAY,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,830%,8.30%
29867R..ZF...,URUGUAY,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,900%,9.00%
29867R..ZF...,URUGUAY,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,900%,9.00%
29867R..ZF...,URUGUAY,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,850%,8.50%
29867R..ZF...,URUGUAY,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,800%,8.00%
29867R..ZF...,URUGUAY,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,860%,8.60%
29867R..ZF...,URUGUAY,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,910%,9.10%
29867R..ZF...,URUGUAY,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,1070%,10.70%
29967R..ZF...,"VENEZUELA, REP. BOL.",2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,736%,7.36%
29967R..ZF...,"VENEZUELA, REP. BOL.",2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,850%,8.50%
29967R..ZF...,"VENEZUELA, REP. BOL.",2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,973%,9.73%
29967R..ZF...,"VENEZUELA, REP. BOL.",2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,1218%,12.18%
29967R..ZF...,"VENEZUELA, REP. BOL.",2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1530%,15.30%
29967R..ZF...,"VENEZUELA, REP. BOL.",2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1800%,18.00%
29967R..ZF...,"VENEZUELA, REP. BOL.",2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1580%,15.80%
29967R..ZF...,"VENEZUELA, REP. BOL.",2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1320%,13.20%
29967R..ZF...,"VENEZUELA, REP. BOL.",2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,1390%,13.90%
29967R..ZF...,"VENEZUELA, REP. BOL.",1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1490%,14.90%
29967R..ZF...,"VENEZUELA, REP. BOL.",1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1120%,11.20%
29967R..ZF...,"VENEZUELA, REP. BOL.",1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,1140%,11.40%
29967R..ZF...,"VENEZUELA, REP. BOL.",1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,1180%,11.80%
29967R..ZF...,"VENEZUELA, REP. BOL.",1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,1030%,10.30%
29967R..ZF...,"VENEZUELA, REP. BOL.",1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,870%,8.70%
