OID,Country or Area,Year,Description,Magnitude,Value,Rate
27367R..ZF...,MEXICO,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,358%,3.58%
27367R..ZF...,MEXICO,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,273%,2.73%
27367R..ZF...,MEXICO,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,238%,2.38%
27367R..ZF...,MEXICO,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,203%,2.03%
27367R..ZF...,MEXICO,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,180%,1.80%
27367R..ZF...,MEXICO,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,160%,1.60%
27367R..ZF...,MEXICO,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,180%,1.80%
27367R..ZF...,MEXICO,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,230%,2.30%
27367R..ZF...,MEXICO,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,260%,2.60%
27367R..ZF...,MEXICO,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,370%,3.70%
27367R..ZF...,MEXICO,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,470%,4.70%
27367R..ZF...,MEXICO,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,240%,2.40%
27367R..ZF...,MEXICO,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,220%,2.20%
27367R..ZF...,MEXICO,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,250%,2.50%
92167R..ZF...,MOLDOVA,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,643%,6.43%
92167R..ZF...,MOLDOVA,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,400%,4.00%
92167R..ZF...,MOLDOVA,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,510%,5.10%
92167R..ZF...,MOLDOVA,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,760%,7.60%
92167R..ZF...,MOLDOVA,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,730%,7.30%
92167R..ZF...,MOLDOVA,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,810%,8.10%
92167R..ZF...,MOLDOVA,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,790%,7.90%
92167R..ZF...,MOLDOVA,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,680%,6.80%
92167R..ZF...,MOLDOVA,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,730%,7.30%
92167R..ZF...,MOLDOVA,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,850%,8.50%
92167R..ZF...,MOLDOVA,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1110%,11.10%
92167R..ZF...,MOLDOVA,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,190%,1.90%
92167R..ZF...,MOLDOVA,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,150%,1.50%
92167R..ZF...,MOLDOVA,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,150%,1.50%
92167R..ZF...,MOLDOVA,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,100%,1.00%
92167R..ZF...,MOLDOVA,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,110%,1.10%
92167R..ZF...,MOLDOVA,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,70%,0.70%
92167R..ZF...,MOLDOVA,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,70%,0.70%
68667R..ZF...,MOROCCO,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,964%,9.64%
68667R..ZF...,MOROCCO,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,953%,9.53%
68667R..ZF...,MOROCCO,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,960%,9.60%
68667R..ZF...,MOROCCO,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,1125%,11.25%
68667R..ZF...,MOROCCO,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1108%,11.08%
68667R..ZF...,MOROCCO,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1140%,11.40%
68667R..ZF...,MOROCCO,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1130%,11.30%
68667R..ZF...,MOROCCO,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1230%,12.30%
68667R..ZF...,MOROCCO,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,1340%,13.40%
68667R..ZF...,MOROCCO,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1410%,14.10%
68667R..ZF...,MOROCCO,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1910%,19.10%
68667R..ZF...,MOROCCO,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,1690%,16.90%
68667R..ZF...,MOROCCO,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,1810%,18.10%
68667R..ZF...,MOROCCO,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,2290%,22.90%
68667R..ZF...,MOROCCO,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,1590%,15.90%
68667R..ZF...,MOROCCO,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,1600%,16.00%
68667R..ZF...,MOROCCO,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,1730%,17.30%
68667R..ZF...,MOROCCO,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,1580%,15.80%
13867R..ZF...,NETHERLANDS,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,473%,4.73%
13867R..ZF...,NETHERLANDS,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,398%,3.98%
13867R..ZF...,NETHERLANDS,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,451%,4.51%
13867R..ZF...,NETHERLANDS,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,552%,5.52%
13867R..ZF...,NETHERLANDS,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,652%,6.52%
13867R..ZF...,NETHERLANDS,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,649%,6.49%
13867R..ZF...,NETHERLANDS,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,538%,5.38%
13867R..ZF...,NETHERLANDS,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,410%,4.10%
13867R..ZF...,NETHERLANDS,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,344%,3.44%
13867R..ZF...,NETHERLANDS,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,263%,2.63%
13867R..ZF...,NETHERLANDS,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,312%,3.12%
13867R..ZF...,NETHERLANDS,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,412%,4.12%
13867R..ZF...,NETHERLANDS,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,548%,5.48%
13867R..ZF...,NETHERLANDS,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,660%,6.60%
13867R..ZF...,NETHERLANDS,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,700%,7.00%
13867R..ZF...,NETHERLANDS,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,750%,7.50%
13867R..ZF...,NETHERLANDS,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,651%,6.51%
13867R..ZF...,NETHERLANDS,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,535%,5.35%
13867R..ZF...,NETHERLANDS,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,450%,4.50%
13867R..ZF...,NETHERLANDS,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,500%,5.00%
13867R..ZF...,NETHERLANDS,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,580%,5.80%
13867R..ZF...,NETHERLANDS,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,650%,6.50%
13867R..ZF...,NETHERLANDS,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,1150%,11.50%
13867R..ZF...,NETHERLANDS,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,1200%,12.00%
35367R..ZF...,NETHERLANDS ANTILLES,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,1030%,10.30%
35367R..ZF...,NETHERLANDS ANTILLES,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,1240%,12.40%
35367R..ZF...,NETHERLANDS ANTILLES,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,1460%,14.60%
35367R..ZF...,NETHERLANDS ANTILLES,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,1820%,18.20%
35367R..ZF...,NETHERLANDS ANTILLES,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1610%,16.10%
35367R..ZF...,NETHERLANDS ANTILLES,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1510%,15.10%
35367R..ZF...,NETHERLANDS ANTILLES,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1560%,15.60%
35367R..ZF...,NETHERLANDS ANTILLES,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1580%,15.80%
35367R..ZF...,NETHERLANDS ANTILLES,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,1420%,14.20%
35367R..ZF...,NETHERLANDS ANTILLES,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1410%,14.10%
35367R..ZF...,NETHERLANDS ANTILLES,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1680%,16.80%
35367R..ZF...,NETHERLANDS ANTILLES,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,1550%,15.50%
35367R..ZF...,NETHERLANDS ANTILLES,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,1420%,14.20%
35367R..ZF...,NETHERLANDS ANTILLES,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,1310%,13.10%
35367R..ZF...,NETHERLANDS ANTILLES,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,1280%,12.80%
35367R..ZF...,NETHERLANDS ANTILLES,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,1360%,13.60%
35367R..ZF...,NETHERLANDS ANTILLES,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,1390%,13.90%
35367R..ZF...,NETHERLANDS ANTILLES,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,1460%,14.60%
35367R..ZF...,NETHERLANDS ANTILLES,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,1700%,17.00%
35367R..ZF...,NETHERLANDS ANTILLES,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,2010%,20.10%
35367R..ZF...,NETHERLANDS ANTILLES,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,2320%,23.20%
19667R..ZF...,NEW ZEALAND,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,620%,6.20%
19667R..ZF...,NEW ZEALAND,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,450%,4.50%
19667R..ZF...,NEW ZEALAND,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,365%,3.65%
19667R..ZF...,NEW ZEALAND,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,378%,3.78%
19667R..ZF...,NEW ZEALAND,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,385%,3.85%
19667R..ZF...,NEW ZEALAND,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,395%,3.95%
19667R..ZF...,NEW ZEALAND,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,458%,4.58%
19667R..ZF...,NEW ZEALAND,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,523%,5.23%
19667R..ZF...,NEW ZEALAND,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,543%,5.43%
19667R..ZF...,NEW ZEALAND,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,590%,5.90%
19667R..ZF...,NEW ZEALAND,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,680%,6.80%
19667R..ZF...,NEW ZEALAND,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,578%,5.78%
19667R..ZF...,NEW ZEALAND,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,660%,6.60%
19667R..ZF...,NEW ZEALAND,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,613%,6.13%
19667R..ZF...,NEW ZEALAND,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,625%,6.25%
19667R..ZF...,NEW ZEALAND,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,815%,8.15%
19667R..ZF...,NEW ZEALAND,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,953%,9.53%
19667R..ZF...,NEW ZEALAND,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,1033%,10.33%
19667R..ZF...,NEW ZEALAND,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,1030%,10.30%
19667R..ZF...,NEW ZEALAND,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,778%,7.78%
19667R..ZF...,NEW ZEALAND,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,710%,7.10%
19667R..ZF...,NEW ZEALAND,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,560%,5.60%
19667R..ZF...,NEW ZEALAND,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,410%,4.10%
19667R..ZF...,NEW ZEALAND,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,400%,4.00%
27867R..ZF...,NICARAGUA,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1170%,11.70%
27867R..ZF...,NICARAGUA,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1070%,10.70%
27867R..ZF...,NICARAGUA,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1070%,10.70%
27867R..ZF...,NICARAGUA,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,980%,9.80%
27867R..ZF...,NICARAGUA,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1070%,10.70%
27867R..ZF...,NICARAGUA,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1320%,13.20%
27867R..ZF...,NICARAGUA,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,1430%,14.30%
27867R..ZF...,NICARAGUA,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,1600%,16.00%
27867R..ZF...,NICARAGUA,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,1690%,16.90%
27867R..ZF...,NICARAGUA,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,1710%,17.10%
27867R..ZF...,NICARAGUA,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,1780%,17.80%
27867R..ZF...,NICARAGUA,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,1440%,14.40%
27867R..ZF...,NICARAGUA,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,1150%,11.50%
27867R..ZF...,NICARAGUA,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,760%,7.60%
14267R..ZF...,NORWAY,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,313%,3.13%
14267R..ZF...,NORWAY,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,253%,2.53%
14267R..ZF...,NORWAY,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,254%,2.54%
14267R..ZF...,NORWAY,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,343%,3.43%
14267R..ZF...,NORWAY,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,453%,4.53%
14267R..ZF...,NORWAY,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,437%,4.37%
14267R..ZF...,NORWAY,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,449%,4.49%
14267R..ZF...,NORWAY,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,386%,3.86%
14267R..ZF...,NORWAY,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,357%,3.57%
14267R..ZF...,NORWAY,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,343%,3.43%
14267R..ZF...,NORWAY,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,319%,3.19%
14267R..ZF...,NORWAY,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,319%,3.19%
14267R..ZF...,NORWAY,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,408%,4.08%
14267R..ZF...,NORWAY,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,483%,4.83%
14267R..ZF...,NORWAY,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,490%,4.90%
14267R..ZF...,NORWAY,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,540%,5.40%
14267R..ZF...,NORWAY,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,595%,5.95%
14267R..ZF...,NORWAY,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,588%,5.88%
14267R..ZF...,NORWAY,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,548%,5.48%
14267R..ZF...,NORWAY,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,523%,5.23%
14267R..ZF...,NORWAY,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,493%,4.93%
14267R..ZF...,NORWAY,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,318%,3.18%
14267R..ZF...,NORWAY,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,208%,2.08%
14267R..ZF...,NORWAY,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,198%,1.98%
14267R..ZF...,NORWAY,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,260%,2.60%
14267R..ZF...,NORWAY,1984,UNEMPLOYMENT RATE,PERCENT PER ANNU,315%,3.15%
14267R..ZF...,NORWAY,1983,UNEMPLOYMENT RATE,PERCENT PER ANNU,343%,3.43%
14267R..ZF...,NORWAY,1982,UNEMPLOYMENT RATE,PERCENT PER ANNU,260%,2.60%
14267R..ZF...,NORWAY,1981,UNEMPLOYMENT RATE,PERCENT PER ANNU,200%,2.00%
14267R..ZF...,NORWAY,1980,UNEMPLOYMENT RATE,PERCENT PER ANNU,165%,1.65%
56467R..ZF...,PAKISTAN,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,520%,5.20%
56467R..ZF...,PAKISTAN,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,530%,5.30%
56467R..ZF...,PAKISTAN,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,770%,7.70%
56467R..ZF...,PAKISTAN,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,830%,8.30%
56467R..ZF...,PAKISTAN,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,830%,8.30%
56467R..ZF...,PAKISTAN,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,780%,7.80%
56467R..ZF...,PAKISTAN,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,780%,7.80%
56467R..ZF...,PAKISTAN,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,590%,5.90%
56467R..ZF...,PAKISTAN,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,590%,5.90%
56467R..ZF...,PAKISTAN,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,612%,6.12%
56467R..ZF...,PAKISTAN,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,540%,5.40%
56467R..ZF...,PAKISTAN,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,540%,5.40%
56467R..ZF...,PAKISTAN,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,480%,4.80%
56467R..ZF...,PAKISTAN,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,470%,4.70%
56467R..ZF...,PAKISTAN,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,590%,5.90%
56467R..ZF...,PAKISTAN,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,630%,6.30%
56467R..ZF...,PAKISTAN,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,310%,3.10%
56467R..ZF...,PAKISTAN,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,310%,3.10%
56467R..ZF...,PAKISTAN,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,310%,3.10%
56467R..ZF...,PAKISTAN,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,310%,3.10%
56467R..ZF...,PAKISTAN,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,360%,3.60%
56467R..ZF...,PAKISTAN,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,370%,3.70%
28367R..ZF...,PANAMA,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1230%,12.30%
28367R..ZF...,PANAMA,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1360%,13.60%
28367R..ZF...,PANAMA,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1410%,14.10%
28367R..ZF...,PANAMA,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1470%,14.70%
28367R..ZF...,PANAMA,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,1350%,13.50%
28367R..ZF...,PANAMA,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1180%,11.80%
28367R..ZF...,PANAMA,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1360%,13.60%
28367R..ZF...,PANAMA,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,1340%,13.40%
28367R..ZF...,PANAMA,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,1430%,14.30%
28367R..ZF...,PANAMA,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,1400%,14.00%
28367R..ZF...,PANAMA,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,1400%,14.00%
28367R..ZF...,PANAMA,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,1330%,13.30%
28367R..ZF...,PANAMA,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,1470%,14.70%
28367R..ZF...,PANAMA,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,1610%,16.10%
28367R..ZF...,PANAMA,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,1630%,16.30%
28367R..ZF...,PANAMA,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,1630%,16.30%
28367R..ZF...,PANAMA,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,1180%,11.80%
28367R..ZF...,PANAMA,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,1050%,10.50%
28367R..ZF...,PANAMA,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,1230%,12.30%
28867R..ZF...,PARAGUAY,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1120%,11.20%
28867R..ZF...,PARAGUAY,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1470%,14.70%
28867R..ZF...,PARAGUAY,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,1030%,10.30%
28867R..ZF...,PARAGUAY,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,940%,9.40%
28867R..ZF...,PARAGUAY,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,820%,8.20%
28867R..ZF...,PARAGUAY,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,440%,4.40%
28867R..ZF...,PARAGUAY,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,510%,5.10%
28867R..ZF...,PARAGUAY,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,530%,5.30%
28867R..ZF...,PARAGUAY,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,510%,5.10%
28867R..ZF...,PARAGUAY,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,660%,6.60%
28867R..ZF...,PARAGUAY,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,610%,6.10%
28867R..ZF...,PARAGUAY,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,470%,4.70%
28867R..ZF...,PARAGUAY,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,550%,5.50%
28867R..ZF...,PARAGUAY,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,610%,6.10%
28867R..ZF...,PARAGUAY,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,510%,5.10%
29367R..ZF...,PERU,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1050%,10.50%
29367R..ZF...,PERU,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1030%,10.30%
29367R..ZF...,PERU,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,970%,9.70%
29367R..ZF...,PERU,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,790%,7.90%
29367R..ZF...,PERU,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,740%,7.40%
29367R..ZF...,PERU,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,800%,8.00%
29367R..ZF...,PERU,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,780%,7.80%
29367R..ZF...,PERU,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,770%,7.70%
29367R..ZF...,PERU,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,700%,7.00%
29367R..ZF...,PERU,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,710%,7.10%
29367R..ZF...,PERU,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,890%,8.90%
29367R..ZF...,PERU,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,990%,9.90%
29367R..ZF...,PERU,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,940%,9.40%
29367R..ZF...,PERU,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,580%,5.80%
29367R..ZF...,PERU,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,790%,7.90%
29367R..ZF...,PERU,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,480%,4.80%
29367R..ZF...,PERU,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,530%,5.30%
56667R..ZF...,PHILIPPINES,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,740%,7.40%
56667R..ZF...,PHILIPPINES,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,733%,7.33%
56667R..ZF...,PHILIPPINES,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,800%,8.00%
56667R..ZF...,PHILIPPINES,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,1135%,11.35%
56667R..ZF...,PHILIPPINES,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1180%,11.80%
56667R..ZF...,PHILIPPINES,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1140%,11.40%
56667R..ZF...,PHILIPPINES,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1140%,11.40%
56667R..ZF...,PHILIPPINES,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1110%,11.10%
56667R..ZF...,PHILIPPINES,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,1120%,11.20%
56667R..ZF...,PHILIPPINES,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,980%,9.80%
56667R..ZF...,PHILIPPINES,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1030%,10.30%
56667R..ZF...,PHILIPPINES,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,870%,8.70%
56667R..ZF...,PHILIPPINES,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,860%,8.60%
56667R..ZF...,PHILIPPINES,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,953%,9.53%
56667R..ZF...,PHILIPPINES,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,945%,9.45%
56667R..ZF...,PHILIPPINES,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,928%,9.28%
